,ID,Name,Age,Nationality,Overall,Potential,Value,Preferred Foot,Body Type,Position,HeightCM,WeightKG,Grade
9801,266175,E. Becirovic,22,Sweden,59,67,0.5,Right,Lean (170-185),SUB,181,76,2
9802,257662,21 K. Sieracki,19,Poland,55,65,0.275,Right,Normal (170-185),RES,178,73,2
9803,260114,L. Sandgrav,17,Denmark,55,78,0.4,Right,Lean (170-185),RES,184,70,2
9804,268480,22 M. Hidaka,18,Japan,53,69,0.24,Right,Normal (170-185),RES,176,72,1
9805,267452,J. Herrera,20,Bolivia,60,67,0.5,Right,Normal (170-185),ST,181,81,2
9806,271312,R. van Ekeris,19,Netherlands,59,71,0.525,Right,Normal (170-185),SUB,180,75,2
9807,254756,B. Armoa,22,Paraguay,65,76,1.6,Right,Normal (170-185),SUB,171,69,3
9808,197958,15 C. Özkara,22,Turkey,64,71,0.5,Right,Normal (185+),SUB,189,80,2
9809,246040,22 B. Abdallah,22,France,60,66,0.375,Right,Lean (170-185),RES,176,62,2
9810,266274,22 K. Suárez,19,Colombia,60,75,0.55,Left,Normal (170-185),SUB,176,72,2
9811,210044,C. Burgess,30,England,73,73,2.5,Right,Lean (185+),CB,196,84,3
9812,247601,R. Williams,21,England,65,79,1.7,Right,Lean (185+),LCB,195,76,3
9813,260473,22 T. Wright,19,Republic of Ireland,61,70,0.7,Left,Lean (170-185),SUB,179,72,2
9814,263883,J. Dubasin,22,Belgium,60,71,0.55,Right,Lean (170-185),SUB,180,75,2
9815,255562,F. Stojilković,22,Switzerland,60,69,0.55,Right,Normal (185+),LS,186,80,2
9816,253046,21 A. Páez,25,Venezuela,61,63,0.4,Right,Normal (170-185),LCM,182,71,2
9817,268894,T. Sparrow,19,Wales,56,73,0.375,Right,Normal (170-185),RES,177,74,2
9818,263950,O. Hammond,19,England,54,72,0.275,Right,Lean (170-185),RES,179,64,1
9819,253610,21 Gabriel Marques,32,Brazil,64,64,0.4,Right,Normal (170-185),SUB,184,79,2
9820,237160,R. Williams,23,England,63,68,0.65,Right,Normal (185+),RCB,188,80,2
9821,253918,21 R. Febres,24,Venezuela,60,67,0.5,Right,Normal (170-185),SUB,184,80,2
9822,268260,P. Schulz,17,Germany,58,79,0.6,Right,Normal (185+),RES,185,80,2
9823,259970,22 I. Neira,23,Uruguay,61,67,0.525,Right,Lean (170-185),SUB,182,74,2
9824,268442,22 S. Mather,16,England,59,80,0.7,Right,Lean (170-185),RES,180,65,2
9825,271009,N. Kutateladze,21,Georgia,60,68,0.55,Left,Normal (170-185),SUB,184,71,2
9826,259939,J. Mendieta,24,Peru,65,69,0.95,Left,Normal (170-185),SUB,174,73,3
9827,262720,22 I. Ștefan,20,Romania,55,66,0.25,Left,Normal (170-185),SUB,183,73,2
9828,259455,22 A. Damdam,26,Saudi Arabia,55,56,0.15,Right,Normal (170-),SUB,170,64,2
9829,265756,S. Álvarez,20,Bolivia,63,70,0.875,Right,Lean (185+),RCB,189,77,2
9830,263630,22 J. Castillo,19,Mexico,63,76,1.1,Right,Lean (170-185),SUB,179,66,2
9831,270698,Yellu Santiago,18,Spain,60,78,0.6,Right,Lean (185+),RES,192,75,2
9832,260083,John Donald,21,Spain,60,70,0.525,Right,Normal (170-185),SUB,183,77,2
9833,261469,22 E. Abreu,20,Venezuela,58,67,0.45,Right,Normal (170-),SUB,167,60,2
9834,253586,G. Chávez,23,Peru,68,74,1.7,Right,Normal (170-185),RCB,180,74,3
9835,255431,22 M. Cabral,20,Bolivia,61,68,0.65,Right,Normal (170-185),LS,175,68,2
9836,260277,D. Oroz,21,Croatia,65,74,1.5,Right,Lean (185+),RES,192,75,3
9837,258453,21 B. Babati,24,Hungary,63,69,0,Left,Lean (170-185),SUB,176,68,2
9838,264518,E. Özkan,18,Sweden,53,69,0.24,Right,Lean (170-185),SUB,178,68,1
9839,254010,21 Ekhi Bravo,22,Spain,59,70,0.5,Right,Normal (170-185),RES,180,75,2
9840,264691,22 D. Wilkins,22,New Zealand,58,64,0,Left,Normal (170-185),RES,181,65,2
9841,256214,G. Di Serio,20,Italy,63,75,1.2,Right,Lean (170-185),SUB,182,78,2
9842,260101,22 O. Sowe,20,Gambia,55,65,0.275,Right,Normal (170-185),RES,183,77,2
9843,268607,B. Pachito,17,Ecuador,57,70,0.375,Left,Normal (170-185),SUB,174,70,2
9844,260474,Kim Bong Soo,22,Korea Republic,59,68,0.475,Right,Normal (170-185),RCB,183,78,2
9845,268112,C. Thiam,20,England,56,66,0.3,Right,Lean (170-185),SUB,178,77,2
9846,241970,H. Delbridge,30,Australia,70,70,1.3,Left,Normal (185+),LCB,193,90,3
9847,261574,22 M. León,18,Chile,56,71,0.325,Right,Lean (170-185),SUB,174,62,2
9848,266210,G. Molloy,20,Republic of Ireland,54,60,0.17,Right,Normal (170-185),SUB,183,77,1
9849,259316,21 T. Leoni,20,Belgium,59,70,0.5,Left,Normal (170-185),RES,180,70,2
9850,218191,21 G. Gómez,27,Paraguay,73,76,0,Right,Normal (185+),RCB,185,85,3
9851,263183,22 João Miguel,27,Portugal,64,65,0.6,Right,Lean (185+),SUB,189,80,2
9852,263437,22 I. Sosa,17,Uruguay,58,75,0.5,Right,Normal (170-185),SUB,175,67,2
9853,255834,22 B. Çetin,21,Turkey,60,70,0.525,Left,Normal (170-185),RES,183,75,2
9854,253807,G. Castillo,31,Uruguay,66,66,0.575,Right,Normal (170-185),RCB,179,74,3
9855,254043,21 M. Caseras,28,Uruguay,62,62,0.4,Left,Normal (170-),RES,168,63,2
9856,260458,22 J. Armson,21,Australia,54,61,0.22,Right,Lean (170-185),SUB,180,78,1
9857,270603,A. Basenach,19,Germany,55,70,0.275,Right,Normal (170-185),RES,182,70,2
9858,235143,M. Welch-Hayes,25,England,59,62,0.275,Right,Lean (170-185),RB,180,77,2
9859,218930,15 A. Bani Yaseen,25,Jordan,61,63,0.21,Right,Normal (170-185),CB,184,80,2
9860,253314,22 J. Toledo,25,Uruguay,60,63,0.3,Right,Normal (170-185),LCB,183,80,2
9861,265483,B. Ince,18,Turkey,62,81,1.0,Left,Lean (170-185),SUB,181,72,2
9862,239906,S. Guidotti,23,Switzerland,59,68,0.5,Right,Normal (185+),RES,185,75,2
9863,256852,22 R. Del Campo,21,Switzerland,63,76,1.2,Left,Normal (185+),RES,185,79,2
9864,268493,A. Iliev,27,Bulgaria,63,64,0.55,Right,Normal (185+),SUB,189,78,2
9865,259177,22 M. LaGrassa,28,United States,59,59,0.22,Right,Normal (170-185),SUB,182,79,2
9866,263778,K. Sezonienko,19,Poland,62,77,0.95,Right,Normal (185+),SUB,190,80,2
9867,263347,T. Le Normand,21,France,59,67,0.5,Right,Normal (170-185),SUB,180,76,2
9868,266634,M. Obedeanu,21,Romania,58,71,0.5,Right,Normal (170-185),SUB,178,69,2
9869,226563,22 R. Grego-Cox,24,Republic of Ireland,60,61,0.3,Right,Stocky (170-185),SUB,174,65,2
9870,258374,22 B. Diarra,17,France,58,75,0.5,Right,Normal (170-185),RES,174,63,2
9871,263404,A. Nankishi,19,Germany,61,76,0.775,Right,Normal (170-185),SUB,178,76,2
9872,266554,M. Di Benedetto,29,Argentina,67,68,0.95,Left,Normal (170-185),SUB,184,80,3
9873,264092,Alan Godoy,19,Spain,62,75,0.95,Right,Lean (170-185),SUB,178,70,2
9874,257198,21 M. Thiel,25,Germany,62,63,0.475,Left,Normal (170-185),RM,175,67,2
9875,254838,J. Davison,22,England,63,72,1.1,Right,Stocky (185+),RS,188,79,2
9876,265643,E. Krahn,18,Germany,59,75,0.55,Right,Lean (170-185),RES,184,79,2
9877,262548,22 Y. Becker,30,Germany,61,61,0.325,Right,Lean (170-185),LM,180,67,2
9878,228681,F. Sierralta,25,Chile,72,77,3.1,Right,Lean (185+),CB,190,83,3
9879,198195,P. Slišković,31,Croatia,64,64,0.5,Right,Normal (185+),SUB,193,90,2
9880,260706,22 B. Borasi,23,Argentina,60,65,0.375,Right,Normal (170-),RES,170,64,2
9881,269856,D. Ungar,22,Austria,60,67,0.475,Right,Lean (185+),RCB,188,79,2
9882,263490,J. McGonigle,26,Northern Ireland,60,63,0.325,Right,Lean (170-185),ST,183,77,2
9883,255595,21 Y. Senuma,29,Japan,62,62,0.4,Right,Normal (185+),SUB,185,78,2
9884,228732,H. Moukoudi,24,Cameroon,72,77,3.2,Right,Stocky (185+),SUB,191,74,3
9885,253679,Zheng Xuejian,21,China PR,52,66,0.2,Right,Lean (185+),RES,185,80,1
9886,256951,22 S. Ashford,25,England,57,60,0.22,Left,Lean (170-185),SUB,183,75,2
9887,264195,22 Javi Martón,22,Spain,64,73,1.3,Right,Normal (170-185),RES,183,72,2
9888,239454,21 B. Figueroa,21,Mexico,64,74,1.3,Right,Lean (170-185),SUB,177,73,2
9889,264013,22 F. Al Obaid,28,Saudi Arabia,59,59,0.2,Left,Normal (170-185),SUB,178,71,2
9890,256700,L. Chalmers,22,Scotland,61,70,0.725,Left,Lean (170-185),SUB,175,68,2
9891,255831,22 Shin Won Ho,20,Korea Republic,58,69,0.425,Left,Normal (170-185),RES,176,67,2
9892,261724,21 Fu Shoushan,33,China PR,61,61,0.2,Right,Normal (170-185),SUB,177,75,2
9893,248765,C. Conteh,22,Germany,65,76,1.6,Right,Lean (170-185),RM,182,72,3
9894,267859,22 C. Ludueña,18,Argentina,59,73,0.525,Left,Normal (170-),RES,169,74,2
9895,262848,S. Carey,21,England,59,69,0.5,Right,Lean (170-185),SUB,184,74,2
9896,254974,21 F. Villagrán,23,Chile,59,64,0.35,Left,Lean (170-185),SUB,178,76,2
9897,254228,O. Salomón,23,Argentina,65,73,1.5,Right,Normal (170-185),SUB,181,82,3
9898,263239,22 Renato Júnior,19,Brazil,63,78,1.1,Right,Lean (185+),RES,190,78,2
9899,270027,J. Bookjans,21,Germany,57,65,0.375,Right,Lean (170-185),SUB,178,71,2
9900,261009,22 H. Tanaka,17,Japan,59,74,0.475,Left,Lean (185+),RES,185,74,2
9901,253588,21 J. Fajardo,31,Peru,66,66,0.575,Right,Normal (170-185),RCB,184,78,3
9902,256532,G. Tapia,20,Chile,66,78,2.1,Right,Normal (170-185),LW,177,73,3
9903,263094,22 M. Wallner,24,Austria,63,66,0.65,Left,Normal (170-185),SUB,184,72,2
9904,266339,S. Sylla,23,Netherlands,63,70,0.925,Left,Normal (170-185),SUB,180,65,2
9905,261010,22 I. Kanda,20,France,60,67,0.45,Right,Normal (170-185),RB,180,72,2
9906,255130,E. Munjoma,23,United States,58,65,0.4,Right,Normal (170-185),SUB,178,73,2
9907,266377,22 Y. Kajiura,17,Japan,56,71,0.3,Right,Normal (170-),SUB,169,64,2
9908,207555,F. Helander,29,Sweden,72,72,2.0,Left,Normal (185+),RES,192,84,3
9909,259682,22 E. Beltrán,23,Uruguay,64,71,1.1,Right,Lean (170-185),SUB,180,72,2
9910,254138,M. Mata,21,New Zealand,59,67,0.5,Right,Normal (185+),SUB,186,81,2
9911,259604,21 J. Arce,18,Colombia,58,77,0.525,Left,Lean (170-185),SUB,173,70,2
9912,261623,V. Kongsro,23,Norway,61,68,0.625,Left,Normal (170-185),LWB,183,73,2
9913,267900,M. Luciano,18,Argentina,62,77,0.875,Left,Normal (170-185),SUB,177,70,2
9914,254764,21 W. Ortíz,28,Argentina,60,60,0.25,Right,Normal (170-),RES,168,65,2
9915,254678,G. Paiva,24,Paraguay,65,70,1.1,Right,Normal (170-185),LS,181,77,3
9916,255038,22 H. Nakamura,23,Japan,62,66,0.525,Right,Normal (170-185),RB,177,72,2
9917,253722,P. Rebello,23,India,55,64,0.275,Right,Lean (170-185),SUB,171,58,2
9918,266159,Arnau Comas,22,Spain,66,74,1.8,Right,Lean (185+),SUB,191,83,3
9919,268858,L. D'Orazio,22,Italy,59,67,0.5,Right,Normal (170-185),RES,175,75,2
9920,258843,21 A. Pembélé,19,France,61,73,0.775,Right,Lean (170-185),RES,180,70,2
9921,259986,22 C. Van Daele,20,Belgium,58,67,0.425,Left,Lean (170-185),RES,177,63,2
9922,263381,J. Lemmerer,19,Austria,59,73,0.55,Right,Lean (170-185),SUB,173,65,2
9923,265196,22 T. Schirò,21,Italy,56,66,0.325,Left,Lean (170-185),SUB,183,80,2
9924,268625,Álvaro Roncal,21,Spain,62,70,0.85,Right,Normal (170-185),SUB,178,71,2
9925,253494,21 G. Büch,24,Germany,58,63,0.275,Left,Normal (170-185),RES,183,81,2
9926,260979,J. Kisiel,19,Poland,58,71,0.45,Right,Lean (170-185),RES,184,73,2
9927,260272,22 Alvyn Sanches,18,Portugal,57,73,0.425,Left,Lean (170-185),RCM,178,63,2
9928,254560,21 A. Hajdari,20,North Macedonia,60,71,0.525,Right,Normal (170-185),RES,172,66,2
9929,253179,22 O. Yaisien,21,Egypt,60,68,0.55,Right,Lean (170-185),RES,175,62,2
9930,266158,22 Estanis Pedrola,17,Spain,62,79,1.0,Right,Lean (185+),RES,185,72,2
9931,257764,22 D. Massaro,23,Italy,61,68,0.675,Right,Lean (170-185),SUB,180,75,2
9932,259407,21 M. Sakava,19,Cameroon,61,76,0.775,Right,Normal (170-),RES,169,61,2
9933,262021,O. Stanisic,28,Sweden,65,65,0.625,Right,Normal (185+),CB,192,83,3
9934,266161,22 G. Ríos,22,Argentina,62,71,0.9,Right,Lean (170-185),RES,172,66,2
9935,250811,S. Ogie,20,Republic of Ireland,61,69,0.675,Left,Lean (170-185),SUB,183,78,2
9936,263046,22 O. Strunz,21,Austria,61,71,0.75,Right,Normal (185+),SUB,185,74,2
9937,254007,21 Lucas Silva,23,Brazil,62,68,0.625,Right,Normal (170-185),SUB,176,71,2
9938,258567,21 D. Zajmović,25,Bosnia and Herzegovina,60,61,0.3,Left,Lean (185+),SUB,190,82,2
9939,257888,L. Hakim,20,Malaysia,57,71,0.4,Right,Normal (170-),RES,170,65,2
9940,212231,Tobias Figueiredo,28,Portugal,69,70,1.3,Right,Lean (185+),CB,188,84,3
9941,271097,S. Wawrzynowicz,23,Poland,59,65,0.325,Right,Normal (170-185),RES,177,68,2
9942,269642,Gelardo,20,Spain,61,74,0.8,Right,Lean (170-185),SUB,180,66,2
9943,257170,O. Syrota,22,Ukraine,71,79,3.9,Left,Lean (185+),SUB,193,78,3
9944,258405,22 A. Arli,18,Turkey,61,71,0.7,Right,Lean (170-185),SUB,178,62,2
9945,269798,D. Davas,24,Turkey,60,65,0.375,Right,Lean (170-),SUB,170,65,2
9946,259092,21 I. Diallo,20,England,55,65,0.275,Right,Normal (170-185),RES,177,77,2
9947,257675,21 S. Stasik,21,Poland,62,65,0.525,Right,Normal (170-185),SUB,172,70,2
9948,253704,A. Rai,23,India,59,65,0.325,Right,Normal (170-185),RB,174,67,2
9949,263045,L. Mendy,20,Senegal,55,69,0.3,Right,Lean (170-185),SUB,183,75,2
9950,255083,20 L. Skovajsa,25,Slovakia,60,63,0.23,Right,Normal (170-185),LB,182,77,2
9951,256518,D. Ouédraogo,23,Burkina Faso,64,71,1.1,Left,Normal (185+),LCB,185,75,2
9952,264249,22 T. Lake,20,Netherlands,61,71,0.725,Right,Stocky (170-185),SUB,175,75,2
9953,271281,E. Gültekin,21,Turkey,61,69,0.725,Right,Normal (170-185),SUB,181,75,2
9954,259648,B. Singh,22,India,55,65,0.275,Right,Lean (170-),SUB,161,63,2
9955,255160,Kim Min Jun,22,Korea Republic,61,73,0.8,Left,Normal (170-185),SUB,183,78,2
9956,245743,J. Marsiglia,23,Colombia,61,70,0.675,Left,Normal (170-185),SUB,183,77,2
9957,253476,D. Tangri,23,India,57,64,0.3,Right,Normal (170-185),LCM,179,69,2
9958,258167,R. Edwards,19,England,66,79,1.9,Right,Normal (170-185),CB,180,76,3
9959,253431,20 Franco,21,Spain,63,74,0.575,Left,Normal (170-185),RES,175,70,2
9960,257983,21 E. Tubluk,20,Germany,59,71,0.55,Right,Lean (170-185),RES,171,68,2
9961,258495,M. Cevallos,21,Ecuador,61,72,0.75,Right,Normal (170-185),RES,178,79,2
9962,255870,Kim Jin Hyun,22,Korea Republic,55,64,0.275,Right,Normal (170-185),SUB,178,74,2
9963,228419,M. Andersen,24,Denmark,69,72,1.7,Right,Lean (185+),CB,194,82,3
9964,254174,D. Villalba,31,Paraguay,66,66,0.575,Left,Normal (170-185),LCB,180,74,3
9965,256866,22 J. Robbins,19,England,54,70,0.275,Right,Normal (170-185),RES,182,75,1
9966,253309,22 K. Alaníz,18,Uruguay,61,72,0.7,Right,Normal (170-185),LCM,172,65,2
9967,264481,22 A. Taiwo,22,Nigeria,61,69,0.75,Right,Normal (185+),SUB,185,80,2
9968,257562,21 Veintimilla,20,Spain,61,73,0.75,Right,Normal (170-),SUB,169,67,2
9969,270649,J. Herrera,19,Argentina,62,71,0.85,Left,Normal (170-185),SUB,172,68,2
9970,270583,N. Jahn,17,Germany,55,72,0.325,Right,Lean (170-),RES,168,56,2
9971,253729,A. Okoflex,20,Republic of Ireland,60,76,0.65,Right,Normal (185+),RES,186,72,2
9972,260530,21 S. Jankovic,22,Serbia,56,63,0.3,Right,Normal (170-185),SUB,175,85,2
9973,238182,20 A. Amaya,18,Colombia,62,82,0.625,Right,Lean (170-),RM,170,61,2
9974,261349,L. Cingolani,21,Argentina,61,73,0.8,Right,Normal (170-185),SUB,172,67,2
9975,267923,R. Spaulding,23,United States,60,69,0.525,Left,Normal (170-),RES,170,68,2
9976,256139,22 M. Pintos,21,Uruguay,63,72,1.0,Left,Lean (170-185),SUB,174,72,2
9977,261775,M. Gragger,20,Austria,58,69,0.425,Right,Normal (185+),SUB,194,87,2
9978,259529,Sergio Santos,21,Spain,63,74,1.0,Right,Lean (170-185),SUB,178,72,2
9979,256179,22 J. Escate,19,Peru,58,72,0.475,Right,Lean (170-185),RES,181,65,2
9980,264688,22 M. Tahiri,20,Morocco,60,71,0.55,Right,Normal (170-185),SUB,177,68,2
9981,262888,22 D. Atmaca,18,Germany,60,74,0.575,Right,Lean (170-185),RES,174,67,2
9982,267892,D. Higgins,20,Republic of Ireland,54,61,0.21,Right,Lean (170-185),RCM,173,64,1
9983,257178,21 C. Engelhart,20,Mexico,57,69,0.4,Right,Lean (170-185),RES,176,70,2
9984,253238,J. Canale,25,Paraguay,68,72,1.5,Left,Lean (170-185),SUB,183,80,3
9985,253121,I. Soumaré,21,Senegal,62,73,0.9,Right,Lean (170-185),RM,182,78,2
9986,263240,D. Aguirre,22,United States,57,64,0.325,Right,Lean (170-185),SUB,175,64,2
9987,257736,21 N. Popescu,26,Romania,60,61,0.3,Right,Normal (170-),SUB,164,59,2
9988,261196,D. Taylor,24,United States,62,67,0.55,Right,Normal (170-185),RB,173,72,2
9989,268378,22 S. Maronkevic,21,Germany,61,68,0.675,Right,Normal (170-185),SUB,182,75,2
9990,259073,21 S. Moghanlou,25,Iran,64,67,0.775,Left,Normal (185+),SUB,192,80,2
9991,262554,A. Al Hurabi,25,Saudi Arabia,59,64,0.3,Right,Normal (170-185),SUB,176,71,2
9992,254629,21 J. Rodríguez,24,Venezuela,61,63,0.425,Right,Normal (170-185),SUB,172,73,2
9993,260000,D. Edvardsson,20,Sweden,53,68,0.22,Right,Lean (170-185),RES,174,60,1
9994,227854,M. Foulds,24,England,61,65,0.425,Left,Lean (170-185),SUB,178,75,2
9995,256728,22 Santiago Eneme,20,Equatorial Guinea,60,69,0.55,Right,Lean (170-185),RES,183,65,2
9996,267795,T. Silva,19,Argentina,61,73,0.75,Left,Lean (170-185),RES,172,60,2
9997,261047,R. Meißner,22,Germany,64,70,0.95,Right,Normal (170-185),ST,181,78,2
9998,265775,A. Karademir,18,Turkey,60,77,0.625,Right,Normal (170-185),SUB,173,67,2
9999,266085,Lucas Laso,19,Spain,62,75,0.875,Right,Lean (185+),RES,188,75,2
10000,257715,22 M. El Haddouti,23,Netherlands,60,66,0.4,Left,Lean (170-185),RES,171,67,2
10001,253092,20 V. Panayotov,28,Bulgaria,60,60,0,Right,Normal (170-185),SUB,177,75,2
10002,257172,K. Caliskaner,22,Germany,66,73,1.8,Right,Lean (185+),SUB,192,87,3
10003,263079,22 T. Dombrowa,21,Germany,62,67,0.6,Right,Lean (170-),SUB,170,70,2
10004,252813,22 Lee Dong Ryul,21,Korea Republic,59,73,0.55,Left,Normal (170-185),RW,177,66,2
10005,270836,Carlos Sánchez,21,Spain,62,70,0.85,Right,Normal (170-185),RES,174,65,2
10006,259411,22 Kaique,24,Brazil,62,65,0.55,Right,Normal (170-185),SUB,175,68,2
10007,261450,22 A. Fofana,20,Côte d'Ivoire,54,62,0.24,Right,Lean (170-185),RES,180,72,1
10008,202060,22 E. Bergström,28,Sweden,66,67,0.8,Right,Normal (185+),SUB,188,87,3
10009,259831,22 J. Huerto,22,Peru,63,70,0.925,Left,Normal (170-185),RES,177,74,2
10010,254932,J. Caicedo,27,Ecuador,64,64,0.625,Left,Normal (170-),SUB,168,71,2
10011,255138,V. Morar,28,Romania,61,61,0.325,Right,Lean (185+),SUB,185,78,2
10012,259629,P. Wood,19,Australia,60,73,0.6,Right,Normal (170-185),RS,178,73,2
10013,266724,Farru,21,Spain,63,74,1.0,Left,Normal (170-185),RES,183,75,2
10014,261536,22 L. Chambers-Parillon,19,England,54,64,0.23,Right,Lean (170-185),RES,180,72,1
10015,1777,09 O. Dacourt,33,France,76,81,0,Right,Normal (170-185),RCM,178,73,4
10016,255296,21 R. Kobiljar,24,Bosnia and Herzegovina,59,63,0.325,Right,Normal (170-185),SUB,175,67,2
10017,257748,22 M. Stolt,20,Sweden,56,64,0.325,Right,Lean (185+),LS,188,75,2
10018,263843,22 B. Radiopane,18,South Africa,59,77,0.575,Right,Lean (170-185),RES,180,63,2
10019,263303,22 M. Król,21,Poland,58,64,0.3,Right,Normal (170-185),RES,173,73,2
10020,258462,K. Scales,20,England,58,69,0.45,Right,Lean (170-185),SUB,179,67,2
10021,258162,21 Raúl Martín,20,Spain,60,71,0.525,Right,Normal (170-185),RES,174,70,2
10022,255065,22 T. Cantoro,20,Argentina,62,71,0.875,Right,Lean (170-185),RES,177,75,2
10023,257402,21 P. Karaklajić,20,Serbia,60,71,0.55,Right,Normal (170-185),RES,181,75,2
10024,266117,Javi Moreno,22,Spain,61,71,0.7,Right,Normal (170-185),RES,182,78,2
10025,271188,D. Iordache,17,Romania,52,72,0.21,Left,Normal (170-185),RES,180,75,1
10026,266834,22 David Amigo,18,Spain,60,76,0.625,Right,Normal (170-185),RES,180,75,2
10027,257532,22 N. Bretschneider,21,Germany,61,68,0.625,Left,Lean (170-185),SUB,181,69,2
10028,259823,22 J. Santacruz,24,Ecuador,63,67,0.7,Right,Normal (170-185),SUB,183,77,2
10029,262945,M. Kucheriavyi,20,Ukraine,56,73,0.375,Left,Lean (170-),SUB,165,77,2
10030,257180,21 F. D'Amico,19,Italy,61,78,0.85,Right,Lean (170-185),RES,175,70,2
10031,264174,Juanlu Sánchez,18,Spain,61,74,0.75,Right,Normal (185+),SUB,186,70,2
10032,261267,21 Marco Túlio,22,Brazil,58,67,0.425,Left,Normal (170-185),SUB,182,81,2
10033,243827,L. Cass,22,England,62,75,0.925,Right,Lean (185+),RCB,186,74,2
10034,241828,L. Offord,22,England,63,70,0.9,Right,Lean (170-185),RCB,182,80,2
10035,252921,20 B. Rapaić,21,Croatia,63,72,0.575,Right,Lean (170-185),RES,182,74,2
10036,265738,A. Romeo,19,Côte d'Ivoire,58,75,0.525,Right,Lean (170-),SUB,169,70,2
10037,269397,L. Hey,19,Denmark,54,72,0.275,Right,Normal (185+),SUB,189,80,1
10038,264717,22 A. Herrera,20,Mexico,56,65,0.3,Right,Normal (170-185),SUB,175,75,2
10039,256374,20 S. Kovachev,21,Bulgaria,62,72,0,Right,Lean (170-185),SUB,173,65,2
10040,264511,A. Murphy,17,Republic of Ireland,50,67,0.12,Right,Lean (170-185),SUB,176,73,1
10041,255949,21 Á. Benítez,24,Paraguay,65,70,1.0,Right,Normal (170-185),RCB,182,76,3
10042,233687,T. Odusina,22,England,63,70,0.9,Right,Stocky (185+),LCB,186,74,2
10043,257104,K. Bowie,19,Scotland,59,76,0.575,Left,Normal (185+),SUB,187,84,2
10044,255240,22 A. Doldán,24,Paraguay,68,74,1.7,Right,Normal (170-185),SUB,178,72,3
10045,258482,21 M. Morais,22,Venezuela,62,68,0.65,Right,Normal (170-185),RES,178,76,2
10046,266306,D. Quilumba,33,Ecuador,65,65,0.35,Right,Normal (170-185),RCB,180,78,3
10047,250948,M. Franzke,23,Germany,61,70,0.725,Right,Lean (170-185),RES,184,71,2
10048,255851,22 K. Tachi,23,Japan,62,68,0.575,Right,Normal (170-185),RCB,173,73,2
10049,248473,P. Ekwah Elimby,20,France,58,75,0.5,Left,Lean (185+),RES,187,76,2
10050,268066,22 C. Gbo,18,Côte d'Ivoire,60,72,0.55,Right,Normal (170-185),RES,182,75,2
10051,251851,B. Fink,19,Switzerland,62,80,1.0,Right,Lean (185+),LS,191,88,2
10052,266354,M. Colque,19,Bolivia,59,71,0.5,Right,Lean (170-185),RES,175,73,2
10053,262283,A. Rodríguez,18,Argentina,61,78,0.825,Right,Lean (170-),RES,169,62,2
10054,253921,22 D. Angarita,25,Venezuela,61,63,0.425,Right,Normal (170-185),SUB,180,65,2
10055,263903,22 S. Baghdadi,23,France,62,66,0.575,Right,Normal (185+),SUB,189,80,2
10056,260802,22 R. Jurkovskis,24,Latvia,59,63,0.3,Left,Normal (185+),RB,187,73,2
10057,261069,22 Cacá,22,Brazil,67,75,2.1,Right,Normal (185+),LDM,187,77,3
10058,264467,M. Çuni,20,Albania,62,72,0.875,Right,Lean (185+),RES,188,78,2
10059,260363,21 G. Okechukwu,24,Nigeria,64,67,0.8,Left,Normal (185+),SUB,188,72,2
10060,255755,J. de Vries,20,United States,61,75,0.8,Left,Lean (170-185),SUB,178,66,2
10061,270545,M. Sargent,20,Wales,55,62,0.25,Right,Normal (170-185),SUB,184,68,2
10062,269868,S. Parra,17,Venezuela,57,74,0.4,Right,Lean (170-185),RES,173,65,2
10063,255176,22 B. Hjertstrand,27,Sweden,61,61,0.325,Left,Normal (170-185),LB,180,77,2
10064,257857,21 M. Heiland,18,Germany,54,68,0.25,Right,Normal (170-185),RES,181,74,1
10065,264683,R. Ciervo,21,Italy,61,72,0.725,Right,Lean (185+),SUB,190,69,2
10066,258426,Yuri Matias,27,Brazil,67,70,1.2,Right,Normal (185+),SUB,186,80,3
10067,269094,N. Musampa,20,Netherlands,62,72,0.825,Left,Normal (170-185),RES,179,72,2
10068,257366,V. Mitrea,21,Romania,56,68,0.35,Right,Lean (170-185),SUB,182,74,2
10069,264307,Liberal,19,Portugal,63,75,1.1,Right,Normal (170-185),RES,181,73,2
10070,267775,22 J. Perales,20,Argentina,62,70,0.875,Right,Normal (170-185),LS,180,75,2
10071,259755,21 E. Gómez,18,Uruguay,63,77,1.1,Right,Normal (170-185),SUB,177,79,2
10072,259644,22 A. Pyndt,20,Denmark,55,66,0.275,Right,Normal (170-185),SUB,175,68,2
10073,264451,E. Vergani,21,Italy,64,74,1.3,Right,Lean (185+),RES,186,77,2
10074,261248,22 M. Bolaños,29,Ecuador,61,61,0.3,Left,Normal (170-),SUB,169,67,2
10075,266435,J. Zahmel,19,Germany,57,69,0.4,Right,Lean (170-185),RES,183,72,2
10076,256669,F. Pemi Moumbagna,22,Cameroon,60,70,0.55,Left,Normal (185+),SUB,185,77,2
10077,204935,J. Pickford,28,England,82,84,26.0,Left,Normal (185+),GK,185,77,4
10078,240334,Z. Medley,21,England,67,76,2.1,Left,Normal (185+),LCB,195,90,3
10079,271272,Alcedo,21,Spain,62,68,0.6,Left,Normal (170-185),SUB,179,75,2
10080,252908,22 Z. Ruggiero,19,Italy,58,68,0.45,Right,Normal (170-185),SUB,174,68,2
